score,time
95.21403995947526,0.44752759999999997
89.72306664850913,0.4509759
89.72306664850913,0.7154157000000003
93.28168826530899,0.18417640000000013
97.22591249665732,0.18981780000000015
91.94849566515228,1.0337693000000003
93.09523385260458,0.22736409999999996
93.33079992391735,0.39350859999999876
87.93007191402063,0.4252324999999999
95.0278883218909,0.08767260000000121
89.94274623719522,0.13724899999999884
91.30604305807692,0.274254599999999
94.71500615266285,0.328774000000001
93.78083649628509,1.0158804000000003
88.28066618389539,0.8207551999999989
89.49460944624552,0.5624429999999982
92.79067734913959,0.40158070000000023
93.78083649628509,0.31767070000000075
88.90324220598926,1.3507822000000012
88.28066618389539,0.6871809999999989
93.32779776994904,0.19548109999999852
93.73464576119548,0.22835209999999861
96.54711594690592,0.3114549999999987
95.3814869342963,0.36724459999999937
95.6722855848801,0.49248159999999785
91.07655522149338,0.32560339999999854
89.72306664850913,0.2167160999999993
95.21403995947526,0.4122136999999988
91.94849566515228,0.7052334999999985
89.72306664850913,0.9468966999999964
87.93109305612128,1.4878292999999942
88.8192344383085,0.1909032999999951
87.40081727375714,0.9030918999999997
95.21403995947526,0.32155139999999705
92.10207036292844,0.8243988999999985
91.94849566515228,0.32141479999999945
87.93109305612128,1.1230598
95.33347545967581,0.7680378000000019
93.44214079524453,0.8980870000000039
91.50347982945927,0.39902279999999735
95.6722855848801,0.40254720000000077
87.93007191402063,0.16234910000000013
95.21403995947526,0.2856409000000042
88.56226052939866,0.4849985000000032
97.65994597367236,0.2377364999999969
95.50172203192706,0.16689360000000164
88.46510420245569,0.4643189000000021
88.90324220598926,0.8062018000000037
88.97957254408036,0.3275172000000026
91.42235979158315,0.2437402999999989
